node;filiere1;filiere2;filiere3;trajectoire;date;capacite;date_BP_num
at;enr;biogas;biogas;bas;2026;0;2025
be;enr;biogas;biogas;bas;2026;0;2025
ch;enr;biogas;biogas;bas;2026;0;2025
de;enr;biogas;biogas;bas;2026;4998;2025
es;enr;biogas;biogas;bas;2026;0;2025
fr;enr;biogas;biogas;bas;2026;658;2025
gb;enr;biogas;biogas;bas;2026;1614;2025
ie;enr;biogas;biogas;bas;2026;0;2025
ni;enr;biogas;biogas;bas;2026;0;2025
it;enr;biogas;biogas;bas;2026;0;2025
lu;enr;biogas;biogas;bas;2026;0;2025
nl;enr;biogas;biogas;bas;2026;0;2025
pt;enr;biogas;biogas;bas;2026;0;2025
at;enr;biogas;biogas;haut;2026;0;2025
be;enr;biogas;biogas;haut;2026;0;2025
ch;enr;biogas;biogas;haut;2026;0;2025
de;enr;biogas;biogas;haut;2026;6198;2025
es;enr;biogas;biogas;haut;2026;0;2025
fr;enr;biogas;biogas;haut;2026;928;2025
gb;enr;biogas;biogas;haut;2026;1964;2025
ie;enr;biogas;biogas;haut;2026;0;2025
ni;enr;biogas;biogas;haut;2026;0;2025
it;enr;biogas;biogas;haut;2026;0;2025
lu;enr;biogas;biogas;haut;2026;0;2025
nl;enr;biogas;biogas;haut;2026;0;2025
pt;enr;biogas;biogas;haut;2026;0;2025
at;enr;biogas;biogas;moyen;2026;0;2025
be;enr;biogas;biogas;moyen;2026;0;2025
ch;enr;biogas;biogas;moyen;2026;0;2025
de;enr;biogas;biogas;moyen;2026;5748;2025
es;enr;biogas;biogas;moyen;2026;0;2025
fr;enr;biogas;biogas;moyen;2026;748;2025
gb;enr;biogas;biogas;moyen;2026;1789;2025
ie;enr;biogas;biogas;moyen;2026;0;2025
ni;enr;biogas;biogas;moyen;2026;0;2025
it;enr;biogas;biogas;moyen;2026;0;2025
lu;enr;biogas;biogas;moyen;2026;0;2025
nl;enr;biogas;biogas;moyen;2026;0;2025
pt;enr;biogas;biogas;moyen;2026;0;2025
at;enr;biomass;biomass;bas;2026;500;2025
be;enr;biomass;biomass;bas;2026;700;2025
ch;enr;biomass;biomass;bas;2026;290;2025
de;enr;biomass;biomass;bas;2026;1830;2025
es;enr;biomass;biomass;bas;2026;1442;2025
fr;enr;biomass;biomass;bas;2026;851;2025
gb;enr;biomass;biomass;bas;2026;3238;2025
ie;enr;biomass;biomass;bas;2026;54;2025
ni;enr;biomass;biomass;bas;2026;70;2025
it;enr;biomass;biomass;bas;2026;4187;2025
lu;enr;biomass;biomass;bas;2026;20;2025
nl;enr;biomass;biomass;bas;2026;0;2025
pt;enr;biomass;biomass;bas;2026;150;2025
at;enr;biomass;biomass;haut;2026;500;2025
be;enr;biomass;biomass;haut;2026;700;2025
ch;enr;biomass;biomass;haut;2026;290;2025
de;enr;biomass;biomass;haut;2026;1980;2025
es;enr;biomass;biomass;haut;2026;1802;2025
fr;enr;biomass;biomass;haut;2026;1041;2025
gb;enr;biomass;biomass;haut;2026;3780;2025
ie;enr;biomass;biomass;haut;2026;264;2025
ni;enr;biomass;biomass;haut;2026;135;2025
it;enr;biomass;biomass;haut;2026;4837;2025
lu;enr;biomass;biomass;haut;2026;20;2025
nl;enr;biomass;biomass;haut;2026;0;2025
pt;enr;biomass;biomass;haut;2026;150;2025
at;enr;biomass;biomass;moyen;2026;500;2025
be;enr;biomass;biomass;moyen;2026;700;2025
ch;enr;biomass;biomass;moyen;2026;290;2025
de;enr;biomass;biomass;moyen;2026;1830;2025
es;enr;biomass;biomass;moyen;2026;1802;2025
fr;enr;biomass;biomass;moyen;2026;1021;2025
gb;enr;biomass;biomass;moyen;2026;3448;2025
ie;enr;biomass;biomass;moyen;2026;114;2025
ni;enr;biomass;biomass;moyen;2026;87;2025
it;enr;biomass;biomass;moyen;2026;4487;2025
lu;enr;biomass;biomass;moyen;2026;20;2025
nl;enr;biomass;biomass;moyen;2026;0;2025
pt;enr;biomass;biomass;moyen;2026;150;2025
at;enr;geothermal;geothermal;bas;2026;0;2025
be;enr;geothermal;geothermal;bas;2026;0;2025
ch;enr;geothermal;geothermal;bas;2026;0;2025
de;enr;geothermal;geothermal;bas;2026;39;2025
es;enr;geothermal;geothermal;bas;2026;0;2025
fr;enr;geothermal;geothermal;bas;2026;0;2025
gb;enr;geothermal;geothermal;bas;2026;0;2025
ie;enr;geothermal;geothermal;bas;2026;0;2025
ni;enr;geothermal;geothermal;bas;2026;0;2025
it;enr;geothermal;geothermal;bas;2026;824;2025
lu;enr;geothermal;geothermal;bas;2026;0;2025
nl;enr;geothermal;geothermal;bas;2026;0;2025
pt;enr;geothermal;geothermal;bas;2026;0;2025
at;enr;geothermal;geothermal;haut;2026;0;2025
be;enr;geothermal;geothermal;haut;2026;0;2025
ch;enr;geothermal;geothermal;haut;2026;0;2025
de;enr;geothermal;geothermal;haut;2026;39;2025
es;enr;geothermal;geothermal;haut;2026;0;2025
fr;enr;geothermal;geothermal;haut;2026;0;2025
gb;enr;geothermal;geothermal;haut;2026;15;2025
ie;enr;geothermal;geothermal;haut;2026;0;2025
ni;enr;geothermal;geothermal;haut;2026;0;2025
it;enr;geothermal;geothermal;haut;2026;974;2025
lu;enr;geothermal;geothermal;haut;2026;0;2025
nl;enr;geothermal;geothermal;haut;2026;0;2025
pt;enr;geothermal;geothermal;haut;2026;0;2025
at;enr;geothermal;geothermal;moyen;2026;0;2025
be;enr;geothermal;geothermal;moyen;2026;0;2025
ch;enr;geothermal;geothermal;moyen;2026;0;2025
de;enr;geothermal;geothermal;moyen;2026;39;2025
es;enr;geothermal;geothermal;moyen;2026;0;2025
fr;enr;geothermal;geothermal;moyen;2026;0;2025
gb;enr;geothermal;geothermal;moyen;2026;0;2025
ie;enr;geothermal;geothermal;moyen;2026;0;2025
ni;enr;geothermal;geothermal;moyen;2026;0;2025
it;enr;geothermal;geothermal;moyen;2026;899;2025
lu;enr;geothermal;geothermal;moyen;2026;0;2025
nl;enr;geothermal;geothermal;moyen;2026;0;2025
pt;enr;geothermal;geothermal;moyen;2026;0;2025
at;enr;hydro;hydro;bas;2026;4500;2025
be;enr;hydro;hydro;bas;2026;1000;2025
ch;enr;hydro;hydro;bas;2026;8000;2025
de;enr;hydro;hydro;bas;2026;900;2025
es;enr;hydro;hydro;bas;2026;5500;2025
fr;enr;hydro;hydro;bas;2026;21400;2025
gb;enr;hydro;hydro;bas;2026;800;2025
ie;enr;hydro;hydro;bas;2026;200;2025
ni;enr;hydro;hydro;bas;2026;0;2025
it;enr;hydro;hydro;bas;2026;5000;2025
lu;enr;hydro;hydro;bas;2026;0;2025
nl;enr;hydro;hydro;bas;2026;0;2025
pt;enr;hydro;hydro;bas;2026;0;2025
at;enr;hydro;hydro;haut;2026;4500;2025
be;enr;hydro;hydro;haut;2026;1000;2025
ch;enr;hydro;hydro;haut;2026;8000;2025
de;enr;hydro;hydro;haut;2026;900;2025
es;enr;hydro;hydro;haut;2026;5500;2025
fr;enr;hydro;hydro;haut;2026;21400;2025
gb;enr;hydro;hydro;haut;2026;800;2025
ie;enr;hydro;hydro;haut;2026;200;2025
ni;enr;hydro;hydro;haut;2026;0;2025
it;enr;hydro;hydro;haut;2026;5000;2025
lu;enr;hydro;hydro;haut;2026;0;2025
nl;enr;hydro;hydro;haut;2026;0;2025
pt;enr;hydro;hydro;haut;2026;0;2025
at;enr;hydro;hydro;moyen;2026;4500;2025
be;enr;hydro;hydro;moyen;2026;1000;2025
ch;enr;hydro;hydro;moyen;2026;8000;2025
de;enr;hydro;hydro;moyen;2026;900;2025
es;enr;hydro;hydro;moyen;2026;5500;2025
fr;enr;hydro;hydro;moyen;2026;21400;2025
gb;enr;hydro;hydro;moyen;2026;800;2025
ie;enr;hydro;hydro;moyen;2026;200;2025
ni;enr;hydro;hydro;moyen;2026;0;2025
it;enr;hydro;hydro;moyen;2026;5000;2025
lu;enr;hydro;hydro;moyen;2026;0;2025
nl;enr;hydro;hydro;moyen;2026;0;2025
pt;enr;hydro;hydro;moyen;2026;0;2025
at;enr;hydro;step;bas;2026;5200;2025
be;enr;hydro;step;bas;2026;1100;2025
ch;enr;hydro;step;bas;2026;4000;2025
de;enr;hydro;step;bas;2026;4000;2025
es;enr;hydro;step;bas;2026;5000;2025
fr;enr;hydro;step;bas;2026;4200;2025
gb;enr;hydro;step;bas;2026;2000;2025
ie;enr;hydro;step;bas;2026;200;2025
it;enr;hydro;step;bas;2026;4000;2025
lu;enr;hydro;step;bas;2026;0;2025
ni;enr;hydro;step;bas;2026;0;2025
nl;enr;hydro;step;bas;2026;0;2025
pt;enr;hydro;step;bas;2026;2400;2025
at;enr;hydro;step;haut;2026;5200;2025
be;enr;hydro;step;haut;2026;1100;2025
ch;enr;hydro;step;haut;2026;4000;2025
de;enr;hydro;step;haut;2026;4700;2025
es;enr;hydro;step;haut;2026;5000;2025
fr;enr;hydro;step;haut;2026;4200;2025
gb;enr;hydro;step;haut;2026;2100;2025
ie;enr;hydro;step;haut;2026;200;2025
ni;enr;hydro;step;haut;2026;4000;2025
it;enr;hydro;step;haut;2026;0;2025
lu;enr;hydro;step;haut;2026;0;2025
nl;enr;hydro;step;haut;2026;0;2025
pt;enr;hydro;step;haut;2026;2400;2025
at;enr;hydro;step;moyen;2026;5200;2025
be;enr;hydro;step;moyen;2026;1100;2025
ch;enr;hydro;step;moyen;2026;4000;2025
de;enr;hydro;step;moyen;2026;4200;2025
es;enr;hydro;step;moyen;2026;5000;2025
fr;enr;hydro;step;moyen;2026;4200;2025
gb;enr;hydro;step;moyen;2026;2100;2025
ie;enr;hydro;step;moyen;2026;200;2025
ni;enr;hydro;step;moyen;2026;4000;2025
it;enr;hydro;step;moyen;2026;0;2025
lu;enr;hydro;step;moyen;2026;0;2025
nl;enr;hydro;step;moyen;2026;0;2025
pt;enr;hydro;step;moyen;2026;2400;2025
at;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
be;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
ch;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
de;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
es;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
fr;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
gb;enr;hydrokinetic;hydrokinetic;bas;2026;13;2025
ie;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
ni;enr;hydrokinetic;hydrokinetic;bas;2026;1;2025
it;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
lu;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
nl;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
pt;enr;hydrokinetic;hydrokinetic;bas;2026;0;2025
at;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
be;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
ch;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
de;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
es;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
fr;enr;hydrokinetic;hydrokinetic;haut;2026;100;2025
gb;enr;hydrokinetic;hydrokinetic;haut;2026;528;2025
ie;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
ni;enr;hydrokinetic;hydrokinetic;haut;2026;11;2025
it;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
lu;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
nl;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
pt;enr;hydrokinetic;hydrokinetic;haut;2026;0;2025
at;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
be;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
ch;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
de;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
es;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
fr;enr;hydrokinetic;hydrokinetic;moyen;2026;100;2025
gb;enr;hydrokinetic;hydrokinetic;moyen;2026;313;2025
ie;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
ni;enr;hydrokinetic;hydrokinetic;moyen;2026;11;2025
it;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
lu;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
nl;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
pt;enr;hydrokinetic;hydrokinetic;moyen;2026;0;2025
at;enr;other;other;bas;2026;0;2025
be;enr;other;other;bas;2026;0;2025
ch;enr;other;other;bas;2026;0;2025
de;enr;other;other;bas;2026;600;2025
es;enr;other;other;bas;2026;1567;2025
fr;enr;other;other;bas;2026;0;2025
gb;enr;other;other;bas;2026;0;2025
ie;enr;other;other;bas;2026;0;2025
ni;enr;other;other;bas;2026;0;2025
it;enr;other;other;bas;2026;237;2025
lu;enr;other;other;bas;2026;0;2025
nl;enr;other;other;bas;2026;0;2025
pt;enr;other;other;bas;2026;0;2025
at;enr;other;other;haut;2026;0;2025
be;enr;other;other;haut;2026;0;2025
ch;enr;other;other;haut;2026;0;2025
de;enr;other;other;haut;2026;600;2025
es;enr;other;other;haut;2026;1942;2025
fr;enr;other;other;haut;2026;0;2025
gb;enr;other;other;haut;2026;0;2025
ie;enr;other;other;haut;2026;0;2025
ni;enr;other;other;haut;2026;0;2025
it;enr;other;other;haut;2026;487;2025
lu;enr;other;other;haut;2026;0;2025
nl;enr;other;other;haut;2026;0;2025
pt;enr;other;other;haut;2026;0;2025
at;enr;other;other;moyen;2026;0;2025
be;enr;other;other;moyen;2026;0;2025
ch;enr;other;other;moyen;2026;0;2025
de;enr;other;other;moyen;2026;600;2025
es;enr;other;other;moyen;2026;1754;2025
fr;enr;other;other;moyen;2026;0;2025
gb;enr;other;other;moyen;2026;0;2025
ie;enr;other;other;moyen;2026;0;2025
ni;enr;other;other;moyen;2026;0;2025
it;enr;other;other;moyen;2026;387;2025
lu;enr;other;other;moyen;2026;0;2025
nl;enr;other;other;moyen;2026;0;2025
pt;enr;other;other;moyen;2026;0;2025
at;enr;solar;pv;bas;2026;1800;2025
be;enr;solar;pv;bas;2026;4410;2025
ch;enr;solar;pv;bas;2026;2540;2025
de;enr;solar;pv;bas;2026;47450;2025
es;enr;solar;pv;bas;2026;8855;2025
fr;enr;solar;pv;bas;2026;0;2025
gb;enr;solar;pv;bas;2026;14100;2025
ie;enr;solar;pv;bas;2026;24;2025
ni;enr;solar;pv;bas;2026;198;2025
it;enr;solar;pv;bas;2026;21961;2025
lu;enr;solar;pv;bas;2026;170;2025
nl;enr;solar;pv;bas;2026;5639;2025
pt;enr;solar;pv;bas;2026;645;2025
at;enr;solar;pv;haut;2026;3510;2025
be;enr;solar;pv;haut;2026;5420;2025
ch;enr;solar;pv;haut;2026;4340;2025
de;enr;solar;pv;haut;2026;56850;2025
es;enr;solar;pv;haut;2026;19875;2025
fr;enr;solar;pv;haut;2026;23656;2025
gb;enr;solar;pv;haut;2026;25400;2025
ie;enr;solar;pv;haut;2026;105;2025
ni;enr;solar;pv;haut;2026;337;2025
it;enr;solar;pv;haut;2026;28561;2025
lu;enr;solar;pv;haut;2026;170;2025
nl;enr;solar;pv;haut;2026;8339;2025
pt;enr;solar;pv;haut;2026;1820;2025
at;enr;solar;pv;moyen;2026;2000;2025
be;enr;solar;pv;moyen;2026;4830;2025
ch;enr;solar;pv;moyen;2026;3440;2025
de;enr;solar;pv;moyen;2026;51650;2025
es;enr;solar;pv;moyen;2026;11900;2025
fr;enr;solar;pv;moyen;2026;19656;2025
gb;enr;solar;pv;moyen;2026;17900;2025
ie;enr;solar;pv;moyen;2026;60;2025
ni;enr;solar;pv;moyen;2026;256;2025
it;enr;solar;pv;moyen;2026;22861;2025
lu;enr;solar;pv;moyen;2026;170;2025
nl;enr;solar;pv;moyen;2026;7439;2025
pt;enr;solar;pv;moyen;2026;1130;2025
at;enr;solar;thermo;bas;2026;0;2025
be;enr;solar;thermo;bas;2026;0;2025
ch;enr;solar;thermo;bas;2026;0;2025
de;enr;solar;thermo;bas;2026;0;2025
es;enr;solar;thermo;bas;2026;2300;2025
fr;enr;solar;thermo;bas;2026;0;2025
gb;enr;solar;thermo;bas;2026;0;2025
ie;enr;solar;thermo;bas;2026;0;2025
ni;enr;solar;thermo;bas;2026;0;2025
it;enr;solar;thermo;bas;2026;0;2025
lu;enr;solar;thermo;bas;2026;0;2025
nl;enr;solar;thermo;bas;2026;0;2025
pt;enr;solar;thermo;bas;2026;0;2025
at;enr;solar;thermo;haut;2026;0;2025
be;enr;solar;thermo;haut;2026;0;2025
ch;enr;solar;thermo;haut;2026;0;2025
de;enr;solar;thermo;haut;2026;0;2025
es;enr;solar;thermo;haut;2026;2300;2025
fr;enr;solar;thermo;haut;2026;0;2025
gb;enr;solar;thermo;haut;2026;0;2025
ie;enr;solar;thermo;haut;2026;0;2025
ni;enr;solar;thermo;haut;2026;0;2025
it;enr;solar;thermo;haut;2026;0;2025
lu;enr;solar;thermo;haut;2026;0;2025
nl;enr;solar;thermo;haut;2026;0;2025
pt;enr;solar;thermo;haut;2026;5;2025
at;enr;solar;thermo;moyen;2026;0;2025
be;enr;solar;thermo;moyen;2026;0;2025
ch;enr;solar;thermo;moyen;2026;0;2025
de;enr;solar;thermo;moyen;2026;0;2025
es;enr;solar;thermo;moyen;2026;2300;2025
fr;enr;solar;thermo;moyen;2026;0;2025
gb;enr;solar;thermo;moyen;2026;0;2025
ie;enr;solar;thermo;moyen;2026;0;2025
ni;enr;solar;thermo;moyen;2026;0;2025
it;enr;solar;thermo;moyen;2026;0;2025
lu;enr;solar;thermo;moyen;2026;0;2025
nl;enr;solar;thermo;moyen;2026;0;2025
pt;enr;solar;thermo;moyen;2026;5;2025
at;enr;waste;waste;bas;2026;100;2025
be;enr;waste;waste;bas;2026;220;2025
ch;enr;waste;waste;bas;2026;300;2025
de;enr;waste;waste;bas;2026;1944;2025
es;enr;waste;waste;bas;2026;338;2025
fr;enr;waste;waste;bas;2026;937;2025
gb;enr;waste;waste;bas;2026;946;2025
ie;enr;waste;waste;bas;2026;41;2025
ni;enr;waste;waste;bas;2026;0;2025
it;enr;waste;waste;bas;2026;0;2025
lu;enr;waste;waste;bas;2026;20;2025
nl;enr;waste;waste;bas;2026;0;2025
pt;enr;waste;waste;bas;2026;350;2025
at;enr;waste;waste;haut;2026;100;2025
be;enr;waste;waste;haut;2026;220;2025
ch;enr;waste;waste;haut;2026;300;2025
de;enr;waste;waste;haut;2026;1944;2025
es;enr;waste;waste;haut;2026;338;2025
fr;enr;waste;waste;haut;2026;937;2025
gb;enr;waste;waste;haut;2026;1106;2025
ie;enr;waste;waste;haut;2026;41;2025
ni;enr;waste;waste;haut;2026;0;2025
it;enr;waste;waste;haut;2026;0;2025
lu;enr;waste;waste;haut;2026;20;2025
nl;enr;waste;waste;haut;2026;0;2025
pt;enr;waste;waste;haut;2026;350;2025
at;enr;waste;waste;moyen;2026;100;2025
be;enr;waste;waste;moyen;2026;220;2025
ch;enr;waste;waste;moyen;2026;300;2025
de;enr;waste;waste;moyen;2026;1944;2025
es;enr;waste;waste;moyen;2026;338;2025
fr;enr;waste;waste;moyen;2026;937;2025
gb;enr;waste;waste;moyen;2026;1006;2025
ie;enr;waste;waste;moyen;2026;41;2025
ni;enr;waste;waste;moyen;2026;0;2025
it;enr;waste;waste;moyen;2026;0;2025
lu;enr;waste;waste;moyen;2026;20;2025
nl;enr;waste;waste;moyen;2026;0;2025
pt;enr;waste;waste;moyen;2026;350;2025
at;enr;wave;wave;bas;2026;0;2025
be;enr;wave;wave;bas;2026;0;2025
ch;enr;wave;wave;bas;2026;0;2025
de;enr;wave;wave;bas;2026;0;2025
es;enr;wave;wave;bas;2026;0;2025
fr;enr;wave;wave;bas;2026;0;2025
gb;enr;wave;wave;bas;2026;0;2025
ie;enr;wave;wave;bas;2026;0;2025
ni;enr;wave;wave;bas;2026;0;2025
it;enr;wave;wave;bas;2026;0;2025
lu;enr;wave;wave;bas;2026;0;2025
nl;enr;wave;wave;bas;2026;0;2025
pt;enr;wave;wave;bas;2026;0;2025
at;enr;wave;wave;haut;2026;0;2025
be;enr;wave;wave;haut;2026;0;2025
ch;enr;wave;wave;haut;2026;0;2025
de;enr;wave;wave;haut;2026;0;2025
es;enr;wave;wave;haut;2026;0;2025
fr;enr;wave;wave;haut;2026;0;2025
gb;enr;wave;wave;haut;2026;152;2025
ie;enr;wave;wave;haut;2026;0;2025
ni;enr;wave;wave;haut;2026;0;2025
it;enr;wave;wave;haut;2026;0;2025
lu;enr;wave;wave;haut;2026;0;2025
nl;enr;wave;wave;haut;2026;0;2025
pt;enr;wave;wave;haut;2026;0;2025
at;enr;wave;wave;moyen;2026;0;2025
be;enr;wave;wave;moyen;2026;0;2025
ch;enr;wave;wave;moyen;2026;0;2025
de;enr;wave;wave;moyen;2026;0;2025
es;enr;wave;wave;moyen;2026;0;2025
fr;enr;wave;wave;moyen;2026;0;2025
gb;enr;wave;wave;moyen;2026;27;2025
ie;enr;wave;wave;moyen;2026;0;2025
ni;enr;wave;wave;moyen;2026;0;2025
it;enr;wave;wave;moyen;2026;0;2025
lu;enr;wave;wave;moyen;2026;0;2025
nl;enr;wave;wave;moyen;2026;0;2025
pt;enr;wave;wave;moyen;2026;0;2025
at;enr;wind;offshore;bas;2026;0;2025
be;enr;wind;offshore;bas;2026;2314;2025
ch;enr;wind;offshore;bas;2026;0;2025
de;enr;wind;offshore;bas;2026;7880;2025
es;enr;wind;offshore;bas;2026;0;2025
fr;enr;wind;offshore;bas;2026;3000;2025
gb;enr;wind;offshore;bas;2026;9344;2025
ie;enr;wind;offshore;bas;2026;25;2025
ni;enr;wind;offshore;bas;2026;0;2025
it;enr;wind;offshore;bas;2026;180;2025
lu;enr;wind;offshore;bas;2026;0;2025
nl;enr;wind;offshore;bas;2026;3201;2025
pt;enr;wind;offshore;bas;2026;0;2025
at;enr;wind;offshore;haut;2026;0;2025
be;enr;wind;offshore;haut;2026;2314;2025
ch;enr;wind;offshore;haut;2026;0;2025
de;enr;wind;offshore;haut;2026;11830;2025
es;enr;wind;offshore;haut;2026;0;2025
fr;enr;wind;offshore;haut;2026;5000;2025
gb;enr;wind;offshore;haut;2026;21344;2025
ie;enr;wind;offshore;haut;2026;25;2025
ni;enr;wind;offshore;haut;2026;0;2025
it;enr;wind;offshore;haut;2026;360;2025
lu;enr;wind;offshore;haut;2026;0;2025
nl;enr;wind;offshore;haut;2026;6001;2025
pt;enr;wind;offshore;haut;2026;0;2025
at;enr;wind;offshore;moyen;2026;0;2025
be;enr;wind;offshore;moyen;2026;2314;2025
ch;enr;wind;offshore;moyen;2026;0;2025
de;enr;wind;offshore;moyen;2026;10430;2025
es;enr;wind;offshore;moyen;2026;0;2025
fr;enr;wind;offshore;moyen;2026;4000;2025
gb;enr;wind;offshore;moyen;2026;14344;2025
ie;enr;wind;offshore;moyen;2026;25;2025
ni;enr;wind;offshore;moyen;2026;0;2025
it;enr;wind;offshore;moyen;2026;235;2025
lu;enr;wind;offshore;moyen;2026;0;2025
nl;enr;wind;offshore;moyen;2026;5301;2025
pt;enr;wind;offshore;moyen;2026;0;2025
at;enr;wind;onshore;bas;2026;3832;2025
be;enr;wind;onshore;bas;2026;2870;2025
